id,label,softwaretype,con_medicine,con_biochemistry_genetics_and_molecular_biology,con_agricultural_and_biological_sciences,con_neuroscience,con_computer_science,con_mathematics,con_environmental_science,con_immunology_and_microbiology,con_pharmacology_toxicology_and_pharmaceutics,con_chemistry,con_physics_and_astronomy,con_social_sciences,con_NA,con_veterinary,con_health_professions,con_chemical_engineering,con_engineering,con_nursing,con_materials_science,con_multidisciplinary,con_psychology,mt_usage,mt_mention,mt_deposition,mt_creation,community_no,degree_in,degree_out,betweenness
<http://www1.montpellier.inra.fr/CBGP/diyabc>,DIYABC,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,15.433333333333334,26,0
<https://code.google.com/archive/p/lagrange>,LAGRANGE,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,15.433333333333334,26,0
<https://github.com/reedacartwright/spagedi>,SPAGeDI,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,15.433333333333334,26,0
<https://rosenberglab.stanford.edu/clumpp.html>,CLUMPP,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,15.433333333333334,26,0
<https://rosenberglab.stanford.edu/distruct.html>,DISTRUCT,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,15.433333333333334,26,0
<https://www.wikidata.org/wiki/Q258956>,SPLITSTREE,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,15.433333333333334,26,0
<https://www1.montpellier.inra.fr/CBGP/software/FreeNA>,FREENA,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,15.433333333333334,26,0
<https://sites.google.com/site/mtphyl>,mtPhyl,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1.6,4,0
<https://www.thermofisher.com/order/catalog/product/4474978>,SeqScape,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1.6,4,0
<https://www.wikidata.org/wiki/Q30178153>,Genevestigator,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0.6,2,0
<https://www.micropticsl.com/products/sperm-class-analyzer-casa-system>,Sperm Class Analyzer,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0.09999999999999999,1,0
<https://www.wikidata.org/wiki/Q667566>,VBA,ProgrammingEnvironment,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0.014492753623188404,1,0
<https://www.wikidata.org/wiki/Q1307239>,OriginPro,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,1.0144927536231885,1,1588
<https://www.mbfbioscience.com/stereo-investigator>,Stereo investigator,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0.014492753623188404,1,0
<https://www.wikidata.org/wiki/Q11261>,Word,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0.6956521739130435,2,0
<http://www.euroqol.org/eq-5d-products/eq-5d-5l.html>,EQ-5D calculator,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0.014492753623188404,1,0
<https://www.wikidata.org/wiki/Q7673435>,Tableau,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0.014492753623188404,1,0
<https://www.wikidata.org/wiki/Q106382290>,SurveyMonkey,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0.014492753623188404,1,0
<https://www.wikidata.org/wiki/Q7307076>,Refworks,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0.014492753623188404,1,0
<https://cbr.jic.ac.uk/threadmapper>,THREaD Mapper Studio,Application,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0.37179487179487175,2,0
<http://prody.csb.pitt.edu/>,ProDy,PlugIn,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0.03846153846153846,1,0
<http://hmmer.janelia.org/>,HMMER,Application,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,8,3.371794871794872,3,0
<http://eutils.ncbi.nlm.nih.gov/>,Entrez Utilities Entrez Programming Utilities,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4.038461538461538,5,0
<http://www.inxightfedsys.com/pdfs/LinguistX_FinalWeb.pdf>,Inxight,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,4.038461538461538,5,0
<https://www.attivio.com/>,Attivio,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,4.038461538461538,5,0
<https://www.wikidata.org/wiki/Q1635410>,NLTK,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,4.038461538461538,5,0
<https://www.wikidata.org/wiki/Q8046870>,Yahoo-BOSS,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4.038461538461538,5,0
<http://code.google.com/p/pyms>,PyMS,PlugIn,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,5.871794871794872,8,0
<https://anaconda.org/bioconda/pycluster>,Pycluster,PlugIn,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,5.871794871794872,8,0
<https://pypi.org/project/pycdf>,Pycdf,PlugIn,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,5.871794871794872,8,0
<https://www.wikidata.org/wiki/Q5288>,tcl,Application,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,5.871794871794872,8,0
<https://www.wikidata.org/wiki/Q616360>,tk,Application,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,5.871794871794872,8,0
<https://www.wikidata.org/wiki/Q67197176>,Netcdf,PlugIn,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,5.871794871794872,8,0
<https://github.com/hddm-devs/hddm>,HDDM,PlugIn,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,8,0.03846153846153846,1,0
<https://github.com/joblib/joblib>,joblib,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2.871794871794872,6,0
<https://github.com/veg/idepi>,IDEPI,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,2.871794871794872,6,0
<https://www.wikidata.org/wiki/Q4118434>,Biopython,PlugIn,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,5.743589743589744,5,0
<http://mdanalysis.googlecode.com/>,MDAnalysis,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,1.0384615384615385,2,0
<https://github.com/encore-similarity/encore>,ENCORE,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,1.0384615384615385,2,0
<https://www.wikidata.org/wiki/Q7256288>,PsychoPy,PlugIn,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0.5384615384615384,1,0
<https://github.com/etal/cnvkit>,CNVkit,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,1.8717948717948718,4,0
<https://www.wikidata.org/wiki/Q7314104>,Reportlab,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1.8717948717948718,4,0
<http://www.bio.utexas.edu/faculty/antisense/garli/Garli.html>,GARLI,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,4.815384615384615,8,0
<https://github.com/ncbi/pgap>,Prokaryotic Genomes Automatic Annotation Pipeline,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,4.815384615384615,8,0
<https://www.pacb.com/products-and-services/analytical-software/smrt-analysis>,SMRT analysis,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,4.815384615384615,8,0
<https://www.wikidata.org/wiki/Q29876897>,CLC Genomic Workbench,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,4.815384615384615,8,0
<https://www.wikidata.org/wiki/Q7016954>,Newbler,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,4.815384615384615,8,0
<https://github.com/choderalab/ensembler>,Ensembler,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,0.11538461538461536,2,0
<https://github.com/scimemia/M-Track>,M-Track,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1.6153846153846154,4,0
<https://www.wikidata.org/wiki/Q165277>,OpenCV,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1.6153846153846154,4,0
<http://github.com/pughlab/bamgineer>,Bamgineer,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0.03846153846153846,1,0
<https://github.com/opencobra/cobrapy>,COBRApy,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1.0384615384615385,2,0
<https://github.com/sbrg/cobrame>,COBRAme,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8,1.0384615384615385,2,0
<https://www.wikidata.org/wiki/Q7602967>,Statview,Application,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,2.2,0.42857142857142855,0
<http://www.touptek.com/product/showproduct.php?lang=en&id=103>,ToupView,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,1.342857142857143,3,0
<https://www.wikidata.org/wiki/Q207902>,Acrobat,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,1.342857142857143,3,0
<https://www.brainproducts.com/downloads.php?kid=9>,Brain Vision Analyzer,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1.342857142857143,1.5,0
<https://www.experimetrix.com/>,Experimetrix,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.7,2,0
<http://data.gesis.org/somesci/SADABS_01>,SADABS,Application,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,7,8,0
<http://data.gesis.org/somesci/SAINT_01>,SAINT,Application,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,7,8,0
<http://www.cgl.ucsf.edu/chimera>,Chimera,Application,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,7,8,0
<http://www.ibmh.msk.su/PASS>,Prediction of Activity Spectra for Substances,Application,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,7,8,0
<https://ambermd.org/AmberTools.php>,AMBERTOOLS,Application,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,7,8,0
<https://github.com/Amber-MD/cpptraj>,CPPTRAJ,PlugIn,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,7,8,0
<https://www.wikidata.org/wiki/Q28447694>,MOE,Application,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,7,8,0
<https://www.thermofisher.com/order/catalog/product/CHROMELEON7#/CHROMELEON7>,Chromeleon,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,21,2,1,0
<http://data.gesis.org/somesci/LSM_IMAGING_01>,LSM imaging,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,1.5,2,0
<https://www.wikidata.org/wiki/Q7096535>,Openlab,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,1.5,2,0
<http://www.wakayama-u.ac.jp/~kawahara/STRAIGHTdemo>,STRAIGHT,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.25,1,0
<https://www.cloudresearch.com/>,TurkPrime,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.25,2,0
<https://www.wikidata.org/wiki/Q733115>,Mechanical Turk,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.25,2,0
<http://sysbio.rnet.missouri.edu/multicom_toolbox>,MSACompro,Application,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,26,1,1,0
<http://msaprobs.sourceforge.net/>,MSAProbs,Application,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,1,1,0
<https://www.wikidata.org/wiki/Q6862245>,Mimics,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.5,2,0
<https://www.wikidata.org/wiki/Q7394802>,Strand7,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.5,2,0
<https://www.arb-silva.de/aligner>,SILVA SINA,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,1.1,3,0
<https://www.wikidata.org/wiki/Q25099639>,mothur,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,1.6,1.5,0
<http://psychtoolbox.org/docs/Quest>,QUEST,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.08333333333333333,1,0
<http://teacher.bmc.uu.se/CRIMAP/Crimap/wwwversn.html>,Crimap,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,3,3,0
<http://qtlcap.ed.ac.uk/>,QTL Express,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,3,3,0
<https://cran.r-project.org/package=qtl>,R/Qtl,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,3,3,0
<https://www.icrea.cat/Web/OtherSectionViewer.aspx?key=485&titol=Software:Qxpak>,qxpak,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,3,3,0
<https://www.msg.chem.iastate.edu/gamess>,GAMESS,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,1,1,0
<http://www.github.com/FragIt>,FragIt,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,27,1,1,0
<https://biology-assets.anu.edu.au/GenAlEx>,GenAlEx,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5.75,8,0
<https://tools.thermofisher.com/content/sfs/brochures/cms_039770.pdf>,Genescan,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5.75,8,0
<https://www.montana.edu/kalinowski/software/ml-relate>,MLRELATE,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,5.75,8,0
<https://www.thermofisher.com/order/catalog/product/4381867#/4381867>,Peakscanner,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5.75,8,0
<https://www.zsl.org/science/software/coancestry>,COANCESTRY,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,5.75,8,0
<https://tgvaughan.github.io/MultiTypeTree>,MultiTypeTree,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0.3269230769230769,2,0
<https://github.com/Taming-the-BEAST/SCOTTI-Tutorial>,SCOTTI,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.25,1,0
<http://apps.cytoscape.org/apps/bisogenet>,BisoGenet,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,7.666666666666666,10,0
<http://david.abcc.ncifcrf.gov/>,DAVID,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,7.666666666666666,10,0
<http://david.niaid.nih.gov/david/ease.htm>,Expression Analysis Systematic Explorer,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,7.666666666666666,10,0
<https://david.ncifcrf.gov/content.jsp?file=functional_annotation.html>,Functional Annotation Tool,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,7.666666666666666,10,0
<https://github.com/cole-trapnell-lab/cufflinks>,Cufflinks,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,7.666666666666666,10,0
<https://support.illumina.com/sequencing/sequencing_software/igenome.html>,iGenomes,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,7.666666666666666,10,0
<https://www.bdbiosciences.com/en-us/instruments/research-instruments/research-software/flow-cytometry-acquisition/facsdiva-software>,BD FACSDiva,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,7.666666666666666,10,0
<https://www.wikidata.org/wiki/Q2066865>,Prot̩g̩,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,1,1,0
<http://ontofox.hegroup.org/>,OntoFox,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,1,1,0
<https://www.wikidata.org/wiki/Q2363545>,FreeSurfer,Application,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,14.876190476190477,6.333333333333331,4752
<https://doi.org/10.1016/j.neuroimage.2010.12.012>,SAMSCo,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1.5095238095238095,5,0
<http://legrosmathi.eu/skeeterbuster>,Skeeter Buster,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,29,1,1,0
<http://data.gesis.org/somesci/CIMSIM_01>,CIMSiM,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,1,1,0
<https://www.brainproducts.com/downloads.php?kid=2>,Brain Vision Recorder,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0.16666666666666666,1,0
<http://infecepi.unizar.es/pages/ratio/soft_uk.htm>,WinEpiscope,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0.5,1,0
<http://www.sdmtoolbox.org/>,SDMtoolbox,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,3,0
<https://github.com/danlwarren/ENMTools>,ENMtools,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,3,0
<https://www.thermofisher.com/order/catalog/product/OPTON-30965#/OPTON-30965>,Xcalibur,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0.5,1,0
<http://data.gesis.org/somesci/IVIEW_X_01>,iView X,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.333333333333333,3,0
<http://data.gesis.org/somesci/EXPERIMENT_CENTER_01>,Experiment Center,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.333333333333333,3,0
<https://gazeintelligence.com/smi-software-download>,BeGaze,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.333333333333333,3,0
<https://doi.org/10.1186%2F2049-2618-1-6>,CloVR-ITS,PlugIn,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,1,1,0
<http://clovr.org/>,CloVR,Application,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,1,1,0
<https://github.com/mikessh/vdjtools>,VDJtools,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,0.07692307692307691,1,0
<https://github.com/zeeev/wham>,Wham,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,9,0.07692307692307691,1,0
<https://github.com/christbald/magpie>,MAGPIE,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,9,1.0769230769230769,2,0
<https://www.wikidata.org/wiki/Q190478>,Ruby on Rails,ProgrammingEnvironment,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1.0769230769230769,2,0
<http://www.csbio.unc.edu/rs>,RNA-Skim,Application,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0.5,1,0
<https://www.wikidata.org/wiki/Q3478650>,Sente,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,1,1,0
<https://www.wikidata.org/wiki/Q1340244>,Endnote,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,1,1,0
<https://www.wikidata.org/wiki/Q8023586>,WinBugs,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,1,1,0
<https://cran.r-project.org/package=R2WinBUGS>,R2WinBUGS,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,1,1,0
<https://afni.nimh.nih.gov/pub/dist/doc/program_help/3dBandpass.html>,3dBandpass,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,9.033333333333333,11,0
<https://afni.nimh.nih.gov/pub/dist/doc/program_help/3dDespike.html>,3dDespike,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,9.033333333333333,11,0
<https://afni.nimh.nih.gov/pub/dist/doc/program_help/MapIcosahedron.html>,MapIcosahedron,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,9.033333333333333,11,0
<https://afni.nimh.nih.gov/Suma>,SUMA,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,9.033333333333333,11,0
<https://cran.r-project.org/package=bootES>,BootES,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,9.033333333333333,11,0
<https://github.com/PyMVPA/PyMVPA>,PyMVPA,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,9.033333333333333,11,0
<https://github.com/Washington-University/HCPpipelines/tree/master/MSMAll>,MSM-All,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,9.033333333333333,11,0
<https://neuro.debian.net/>,NeuroDebian,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,9.033333333333333,11,0
<https://www.wikidata.org/wiki/Q7715973>,Debian,OperatingSystem,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,9.033333333333333,11,0
<https://www.cortechs.ai/products/neuroquant>,NeuroQuant,Application,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2.333333333333333,3,0
<https://doi.org/10.1016/j.neuroimage.2009.09.069>,Learning Embeddings Atlas Propagation,Application,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2.333333333333333,3,0
<https://www.quanser.com/products/quarc-real-time-control-software>,Quarc,Application,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2.333333333333333,3,0
<http://isisweb.org/touch_stat_pgm.htm>,TouchStat,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,2,2,0
<http://data.gesis.org/somesci/HABIT_2000_01>,Habit 2000,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,2,2,0
<https://vpixx.com/>,VPixx,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,2,2,0
<http://visualizlab.org/rulebender>,RuleBender,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,5,5,0
<http://indy.cs.concordia.ca/auto>,AUTO,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,5,5,0
<https://github.com/LLNL/sundials>,SUNDIALS,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,5,5,0
